good_model,bad_model,repeat_index,actual_score,expected_score,elapsed_seconds,match_log_path
gpt-4.1,gpt-5.4,1,236,248.0,133.649,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-5.4_r001.log
gpt-5.1,gpt-5.4,2,248,264.0,134.154,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-5.4_r002.log
gpt-4o-mini,gpt-5.4,2,240,240,134.423,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.4_r002.log
gpt-4.1,gpt-5.4,2,284,264.0,138.914,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-5.4_r002.log
gpt-4.1,gpt-4.1,2,328,320.0,139.643,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-4.1_r002.log
gpt-4o-mini,gpt-4.1,1,240,240,140.946,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-4.1_r001.log
gpt-5.4,gpt-5.4,1,424,384.0,144.248,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-5.4_r001.log
gpt-4.1,gpt-4o-mini,2,520,456.0,150.548,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-4o-mini_r002.log
gpt-5.4,gpt-5.4,2,562,484.0,154.815,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-5.4_r002.log
gpt-4.1,gpt-4.1,1,292,304.0,165.005,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-4.1_r001.log
gpt-4.1,gpt-5.1,1,240,240,165.679,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-5.1_r001.log
gpt-4o-mini,gpt-5.1,2,240,240,171.659,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.1_r002.log
gpt-4o-mini,gpt-5.1,1,252,264.0,175.43,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.1_r001.log
gpt-4o-mini,gpt-4o-mini,3,252,240.0,107.312,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-4o-mini_r003.log
gpt-5.1,gpt-5.1,1,264,264.0,181.743,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-5.1_r001.log
gpt-5.1,gpt-5.1,2,624,552.0,183.691,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-5.1_r002.log
gpt-5.4,gpt-5.1,2,576,576.0,200.735,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-5.1_r002.log
gpt-4.1,gpt-5.1,2,630,572.0,206.917,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-5.1_r002.log
gpt-4o-mini,gpt-4.1,3,240,240,116.598,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-4.1_r003.log
gpt-5.4,gpt-5.1,1,576,576.0,228.733,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-5.1_r001.log
gpt-4o-mini,gpt-5.4,3,250,244.0,122.027,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.4_r003.log
gpt-5.1,gpt-4.1,3,228,264.0,108.211,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-4.1_r003.log
gpt-5.4,gpt-4o-mini,3,240,240,113.231,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-4o-mini_r003.log
gpt-5.1,gpt-5.4,3,246,276.0,113.953,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-5.4_r003.log
gpt-4.1,gpt-4.1,3,388,352.0,127.982,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-4.1_r003.log
gpt-5.1,gpt-4o-mini,3,590,564.0,122.229,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-4o-mini_r003.log
gpt-5.4,gpt-4.1,3,240,240,116.291,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-4.1_r003.log
gpt-4o-mini,gpt-4.1,4,232,232,116.031,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-4.1_r004.log
gpt-4o-mini,gpt-5.4,4,240,240,115.922,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.4_r004.log
gpt-4o-mini,gpt-4o-mini,4,240,240,122.94,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-4o-mini_r004.log
gpt-4.1,gpt-5.4,3,316,304.0,143.575,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-5.4_r003.log
gpt-5.4,gpt-5.4,3,240,240,137.721,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-5.4_r003.log
gpt-4.1,gpt-4o-mini,3,472,488.0,156.245,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-4o-mini_r003.log
gpt-4o-mini,gpt-5.1,3,250,244.0,169.307,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.1_r003.log
gpt-4.1,gpt-4.1,4,318,324.0,131.661,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-4.1_r004.log
gpt-5.1,gpt-4.1,4,356,368.0,114.97,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-4.1_r004.log
gpt-4.1,gpt-5.4,4,272,264.0,122.263,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-5.4_r004.log
gpt-4.1,gpt-5.1,3,240,240,168.041,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-5.1_r003.log
gpt-4.1,gpt-4o-mini,4,398,348.0,151.417,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-4o-mini_r004.log
gpt-5.1,gpt-4o-mini,4,644,576.0,137.904,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-4o-mini_r004.log
gpt-5.4,gpt-5.1,3,238,244.0,170.31,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-5.1_r003.log
gpt-4.1,gpt-5.1,4,238,244.0,149.443,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-5.1_r004.log
gpt-5.1,gpt-5.4,4,250,260.0,129.026,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-5.4_r004.log
gpt-5.1,gpt-5.1,3,338,380.0,181.29,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-5.1_r003.log
gpt-5.4,gpt-4.1,4,526,476.0,136.273,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-4.1_r004.log
gpt-4o-mini,gpt-5.1,4,252,240.0,180.45,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.1_r004.log
gpt-5.4,gpt-4o-mini,4,538,548.0,141.476,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-4o-mini_r004.log
gpt-5.4,gpt-5.4,4,238,244.0,125.404,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-5.4_r004.log
gpt-4o-mini,gpt-4o-mini,5,232,232,115.682,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-4o-mini_r005.log
gpt-4.1,gpt-4o-mini,5,248,264.0,104.79,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-4o-mini_r005.log
gpt-5.1,gpt-4o-mini,5,608,472.0,112.731,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-4o-mini_r005.log
gpt-4o-mini,gpt-4.1,5,240,240,140.309,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-4.1_r005.log
gpt-4.1,gpt-4.1,5,272,264.0,131.34,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-4.1_r005.log
gpt-4.1,gpt-5.4,5,238,244.0,131.042,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-5.4_r005.log
gpt-5.1,gpt-5.1,4,282,268.0,204.315,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-5.1_r004.log
gpt-5.1,gpt-4.1,5,542,548.0,127.079,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-4.1_r005.log
gpt-4o-mini,gpt-5.4,5,240,240,144.558,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.4_r005.log
gpt-5.4,gpt-4o-mini,5,560,520.0,121.638,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-4o-mini_r005.log
gpt-5.4,gpt-4.1,5,324,392.0,121.581,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-4.1_r005.log
gpt-5.4,gpt-5.1,4,570,532.0,193.874,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-5.1_r004.log
gpt-5.1,gpt-5.4,5,292,376.0,138.447,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-5.4_r005.log
gpt-4o-mini,gpt-5.1,5,192,192,170.82,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.1_r005.log
gpt-4.1,gpt-5.4,6,238,244.0,109.961,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-5.4_r006.log
gpt-5.1,gpt-4o-mini,6,524,576.0,113.292,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-4o-mini_r006.log
gpt-4o-mini,gpt-4.1,6,240,240,134.458,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-4.1_r006.log
gpt-5.4,gpt-5.4,5,482,468.0,139.881,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-5.4_r005.log
gpt-4.1,gpt-5.1,5,350,356.0,174.657,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-5.1_r005.log
gpt-5.1,gpt-5.1,5,298,276.0,166.978,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-5.1_r005.log
gpt-4o-mini,gpt-4o-mini,6,250,244.0,144.398,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-4o-mini_r006.log
gpt-5.1,gpt-5.4,6,246,276.0,118.737,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-5.4_r006.log
gpt-4.1,gpt-4o-mini,6,310,316.0,143.226,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-4o-mini_r006.log
gpt-5.4,gpt-5.1,5,252,264.0,165.955,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-5.1_r005.log
gpt-5.1,gpt-4.1,6,548,576.0,129.791,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-4.1_r006.log
gpt-4.1,gpt-4.1,6,296,304.0,138.839,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-4.1_r006.log
gpt-4o-mini,gpt-5.4,6,240,240,158.946,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.4_r006.log
gpt-5.4,gpt-4o-mini,6,524,552.0,127.932,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-4o-mini_r006.log
gpt-5.4,gpt-4.1,6,240,280.0,134.478,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-4.1_r006.log
gpt-5.4,gpt-5.4,6,274,292.0,124.747,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-5.4_r006.log
gpt-5.1,gpt-5.1,6,632,576.0,172.287,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-5.1_r006.log
gpt-4.1,gpt-4.1,7,256,280.0,114.375,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-4.1_r007.log
gpt-4.1,gpt-4o-mini,7,528,576.0,117.621,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-4o-mini_r007.log
gpt-4o-mini,gpt-5.1,6,248,264.0,225.357,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.1_r006.log
gpt-4.1,gpt-5.1,6,424,368.0,212.896,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-5.1_r006.log
gpt-4.1,gpt-5.4,7,250,268.0,128.927,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-5.4_r007.log
gpt-4o-mini,gpt-4.1,7,240,240,149.833,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-4.1_r007.log
gpt-4o-mini,gpt-4o-mini,7,238,244.0,157.529,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-4o-mini_r007.log
gpt-5.1,gpt-4o-mini,7,370,380.0,128.212,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-4o-mini_r007.log
gpt-5.1,gpt-4.1,7,358,364.0,132.35,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-4.1_r007.log
gpt-4o-mini,gpt-5.4,7,240,240,152.15,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.4_r007.log
gpt-5.1,gpt-5.4,7,240,240,122.483,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-5.4_r007.log
gpt-5.4,gpt-4.1,7,582,532.0,119.184,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-4.1_r007.log
gpt-5.4,gpt-5.4,7,638,516.0,126.211,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-5.4_r007.log
gpt-5.4,gpt-4o-mini,7,552,576.0,136.914,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-4o-mini_r007.log
gpt-4.1,gpt-4o-mini,8,422,388.0,116.35,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-4o-mini_r008.log
gpt-4.1,gpt-5.4,8,246,276.0,116.117,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-5.4_r008.log
gpt-4.1,gpt-4.1,8,252,264.0,123.866,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4.1_vs_gpt-4.1_r008.log
gpt-4o-mini,gpt-5.4,8,240,240,126.504,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.4_r008.log
gpt-4o-mini,gpt-4.1,8,232,232,148.783,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-4.1_r008.log
gpt-4o-mini,gpt-4o-mini,8,240,240,151.509,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-4o-mini_r008.log
gpt-4o-mini,gpt-5.1,7,252,264.0,196.659,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.1_r007.log
gpt-5.4,gpt-5.1,6,404,408.0,242.999,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.4_vs_gpt-5.1_r006.log
gpt-5.1,gpt-4o-mini,8,576,576.0,130.177,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-4o-mini_r008.log
gpt-5.1,gpt-4.1,8,608,576.0,132.969,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_part2/openai-none/match_logs/gpt-5.1_vs_gpt-4.1_r008.log
