good_model,bad_model,repeat_index,actual_score,expected_score,elapsed_seconds,match_log_path
gpt-4.1,gpt-4o-mini,7,264,280.0,137.537,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4.1_vs_gpt-4o-mini_r007.log
gpt-5.4,gpt-4.1,1,432,456.0,139.43,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.4_vs_gpt-4.1_r001.log
gpt-4o-mini,gpt-5.4,4,240,240,140.249,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.4_r004.log
gpt-5.4,gpt-5.4,1,244,256.0,140.648,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.4_vs_gpt-5.4_r001.log
gpt-5.4,gpt-5.4,2,606,564.0,142.051,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.4_vs_gpt-5.4_r002.log
gpt-5.1,gpt-5.4,7,242,260.0,142.89,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.1_vs_gpt-5.4_r007.log
gpt-4o-mini,gpt-5.4,1,240,240,145.257,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.4_r001.log
gpt-4.1,gpt-4.1,6,300,312.0,145.726,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4.1_vs_gpt-4.1_r006.log
gpt-5.4,gpt-5.4,8,234,276.0,146.541,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.4_vs_gpt-5.4_r008.log
gpt-4.1,gpt-5.4,6,240,240,147.507,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4.1_vs_gpt-5.4_r006.log
gpt-5.4,gpt-4o-mini,2,228,264.0,147.781,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.4_vs_gpt-4o-mini_r002.log
gpt-4o-mini,gpt-4.1,8,240,240,148.914,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4o-mini_vs_gpt-4.1_r008.log
gpt-5.1,gpt-4.1,5,254,276.0,149.172,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.1_vs_gpt-4.1_r005.log
gpt-5.1,gpt-5.4,6,240,240,149.225,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.1_vs_gpt-5.4_r006.log
gpt-4o-mini,gpt-4.1,7,240,240,150.363,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4o-mini_vs_gpt-4.1_r007.log
gpt-4o-mini,gpt-4.1,5,240,240,150.833,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4o-mini_vs_gpt-4.1_r005.log
gpt-4.1,gpt-4.1,5,304,312.0,151.128,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4.1_vs_gpt-4.1_r005.log
gpt-5.1,gpt-5.4,5,374,356.0,151.798,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.1_vs_gpt-5.4_r005.log
gpt-5.1,gpt-4o-mini,5,228,264.0,151.825,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.1_vs_gpt-4o-mini_r005.log
gpt-4.1,gpt-4.1,8,258,276.0,151.844,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4.1_vs_gpt-4.1_r008.log
gpt-4.1,gpt-4.1,4,292,288.0,152.783,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4.1_vs_gpt-4.1_r004.log
gpt-5.4,gpt-4o-mini,4,574,572.0,152.936,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.4_vs_gpt-4o-mini_r004.log
gpt-4.1,gpt-5.4,8,264,264.0,153.091,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4.1_vs_gpt-5.4_r008.log
gpt-5.4,gpt-4.1,7,574,548.0,153.384,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.4_vs_gpt-4.1_r007.log
gpt-4o-mini,gpt-4o-mini,5,232,256.0,153.612,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4o-mini_vs_gpt-4o-mini_r005.log
gpt-4o-mini,gpt-4.1,6,482,436.0,153.699,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4o-mini_vs_gpt-4.1_r006.log
gpt-5.1,gpt-4.1,3,584,576.0,153.713,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.1_vs_gpt-4.1_r003.log
gpt-5.1,gpt-5.4,2,240,240,154.098,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.1_vs_gpt-5.4_r002.log
gpt-5.1,gpt-4o-mini,4,228,264.0,154.675,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.1_vs_gpt-4o-mini_r004.log
gpt-5.1,gpt-5.4,1,260,264.0,155.268,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.1_vs_gpt-5.4_r001.log
gpt-4.1,gpt-4.1,7,310,316.0,155.697,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4.1_vs_gpt-4.1_r007.log
gpt-5.1,gpt-4.1,8,294,324.0,155.973,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.1_vs_gpt-4.1_r008.log
gpt-5.1,gpt-4o-mini,3,548,576.0,156.034,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.1_vs_gpt-4o-mini_r003.log
gpt-5.1,gpt-4.1,6,380,368.0,156.144,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.1_vs_gpt-4.1_r006.log
gpt-4o-mini,gpt-5.4,8,240,240,156.665,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.4_r008.log
gpt-5.1,gpt-4.1,1,252,320.0,156.889,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.1_vs_gpt-4.1_r001.log
gpt-5.1,gpt-4.1,7,514,460.0,157.089,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.1_vs_gpt-4.1_r007.log
gpt-4o-mini,gpt-5.4,2,240,240,157.459,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.4_r002.log
gpt-5.1,gpt-5.4,4,290,284.0,157.725,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.1_vs_gpt-5.4_r004.log
gpt-4.1,gpt-4o-mini,3,310,308.0,157.855,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4.1_vs_gpt-4o-mini_r003.log
gpt-4o-mini,gpt-5.4,6,240,240,157.913,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.4_r006.log
gpt-4.1,gpt-4o-mini,2,268,288.0,159.02,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4.1_vs_gpt-4o-mini_r002.log
gpt-5.4,gpt-5.4,6,486,460.0,159.279,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.4_vs_gpt-5.4_r006.log
gpt-4.1,gpt-5.4,4,422,356.0,159.349,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4.1_vs_gpt-5.4_r004.log
gpt-4.1,gpt-5.4,3,240,264.0,159.558,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4.1_vs_gpt-5.4_r003.log
gpt-4.1,gpt-5.4,7,298,276.0,159.685,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4.1_vs_gpt-5.4_r007.log
gpt-4o-mini,gpt-5.4,5,240,240,160.709,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.4_r005.log
gpt-5.4,gpt-4.1,4,620,568.0,161.121,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.4_vs_gpt-4.1_r004.log
gpt-5.1,gpt-4o-mini,1,484,472.0,162.237,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.1_vs_gpt-4o-mini_r001.log
gpt-5.1,gpt-5.4,8,280,272.0,162.347,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.1_vs_gpt-5.4_r008.log
gpt-5.4,gpt-4o-mini,7,464,520.0,162.446,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.4_vs_gpt-4o-mini_r007.log
gpt-4.1,gpt-4.1,2,450,420.0,162.476,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4.1_vs_gpt-4.1_r002.log
gpt-5.4,gpt-4.1,5,500,552.0,162.668,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.4_vs_gpt-4.1_r005.log
gpt-5.4,gpt-4o-mini,1,526,572.0,163.012,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.4_vs_gpt-4o-mini_r001.log
gpt-5.4,gpt-4o-mini,5,548,520.0,164.507,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.4_vs_gpt-4o-mini_r005.log
gpt-4.1,gpt-4o-mini,1,248,272.0,164.56,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4.1_vs_gpt-4o-mini_r001.log
gpt-5.4,gpt-4o-mini,6,412,376.0,164.57,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.4_vs_gpt-4o-mini_r006.log
gpt-5.1,gpt-5.4,3,240,240,165.324,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.1_vs_gpt-5.4_r003.log
gpt-4o-mini,gpt-4.1,2,240,240.0,165.415,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4o-mini_vs_gpt-4.1_r002.log
gpt-5.1,gpt-4o-mini,2,228,264.0,165.49,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.1_vs_gpt-4o-mini_r002.log
gpt-5.1,gpt-4.1,2,488,464.0,166.3,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.1_vs_gpt-4.1_r002.log
gpt-4o-mini,gpt-4.1,3,240,240,167.666,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4o-mini_vs_gpt-4.1_r003.log
gpt-4.1,gpt-5.4,5,238,244.0,167.776,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4.1_vs_gpt-5.4_r005.log
gpt-4o-mini,gpt-4o-mini,1,232,232,172.247,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4o-mini_vs_gpt-4o-mini_r001.log
gpt-4o-mini,gpt-4o-mini,3,242,252.0,172.407,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4o-mini_vs_gpt-4o-mini_r003.log
gpt-5.4,gpt-4o-mini,3,366,444.0,172.412,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.4_vs_gpt-4o-mini_r003.log
gpt-5.1,gpt-4o-mini,6,588,576.0,172.619,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.1_vs_gpt-4o-mini_r006.log
gpt-4.1,gpt-4.1,3,438,372.0,172.887,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4.1_vs_gpt-4.1_r003.log
gpt-4o-mini,gpt-4o-mini,2,232,232,173.479,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4o-mini_vs_gpt-4o-mini_r002.log
gpt-4.1,gpt-4o-mini,6,310,308.0,173.512,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4.1_vs_gpt-4o-mini_r006.log
gpt-5.4,gpt-4o-mini,8,556,472.0,174.173,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.4_vs_gpt-4o-mini_r008.log
gpt-4o-mini,gpt-5.4,7,318,276.0,174.666,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.4_r007.log
gpt-4o-mini,gpt-5.4,3,240,240,174.764,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.4_r003.log
gpt-5.1,gpt-4o-mini,7,464,480.0,174.933,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.1_vs_gpt-4o-mini_r007.log
gpt-4o-mini,gpt-4o-mini,6,230,236.0,176.635,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4o-mini_vs_gpt-4o-mini_r006.log
gpt-4o-mini,gpt-4.1,4,642,548.0,178.362,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4o-mini_vs_gpt-4.1_r004.log
gpt-4.1,gpt-4o-mini,4,376,400.0,179.644,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4.1_vs_gpt-4o-mini_r004.log
gpt-5.1,gpt-4o-mini,8,330,364.0,185.555,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.1_vs_gpt-4o-mini_r008.log
gpt-4.1,gpt-4o-mini,5,238,268.0,186.262,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4.1_vs_gpt-4o-mini_r005.log
gpt-4o-mini,gpt-4o-mini,7,248,248.0,186.67,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4o-mini_vs_gpt-4o-mini_r007.log
gpt-4o-mini,gpt-4.1,1,240,240,186.762,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4o-mini_vs_gpt-4.1_r001.log
gpt-5.1,gpt-5.1,8,240,240,191.812,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.1_vs_gpt-5.1_r008.log
gpt-4.1,gpt-4o-mini,8,418,372.0,192.938,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4.1_vs_gpt-4o-mini_r008.log
gpt-4o-mini,gpt-4o-mini,8,240,240,196.304,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4o-mini_vs_gpt-4o-mini_r008.log
gpt-5.4,gpt-5.1,5,530,532.0,197.264,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.4_vs_gpt-5.1_r005.log
gpt-5.1,gpt-5.1,6,250,244.0,205.115,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.1_vs_gpt-5.1_r006.log
gpt-4.1,gpt-5.1,5,240,240,207.212,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4.1_vs_gpt-5.1_r005.log
gpt-5.4,gpt-5.1,4,238,244.0,209.917,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.4_vs_gpt-5.1_r004.log
gpt-4.1,gpt-5.1,6,238,244.0,211.838,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4.1_vs_gpt-5.1_r006.log
gpt-5.4,gpt-5.1,8,582,556.0,213.974,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.4_vs_gpt-5.1_r008.log
gpt-5.1,gpt-5.1,1,238,244.0,215.609,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.1_vs_gpt-5.1_r001.log
gpt-4.1,gpt-5.1,7,252,264.0,218.115,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4.1_vs_gpt-5.1_r007.log
gpt-4.1,gpt-5.1,1,250,244.0,218.154,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4.1_vs_gpt-5.1_r001.log
gpt-4o-mini,gpt-5.1,1,238,244.0,219.601,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4o-mini_vs_gpt-5.1_r001.log
gpt-5.1,gpt-5.1,2,238,244.0,221.394,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.1_vs_gpt-5.1_r002.log
gpt-4.1,gpt-5.1,8,340,368.0,223.694,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4.1_vs_gpt-5.1_r008.log
gpt-4.1,gpt-5.1,3,234,252.0,225.475,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4.1_vs_gpt-5.1_r003.log
gpt-5.1,gpt-5.1,7,272,264.0,231.128,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.1_vs_gpt-5.1_r007.log
gpt-5.4,gpt-5.1,2,472,424.0,233.348,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.4_vs_gpt-5.1_r002.log
gpt-4.1,gpt-5.1,2,240,240,234.417,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4.1_vs_gpt-5.1_r002.log
gpt-5.4,gpt-5.1,7,404,368.0,234.837,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.4_vs_gpt-5.1_r007.log
gpt-5.1,gpt-5.1,5,270,268.0,234.908,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-5.1_vs_gpt-5.1_r005.log
gpt-4.1,gpt-5.1,4,240,240,237.982,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_lattices_50x30_extra/openai-none/match_logs/gpt-4.1_vs_gpt-5.1_r004.log
