good_model,bad_model,repeat_index,actual_score,expected_score,elapsed_seconds,match_log_path
gpt-5.4-reasoning-low,gpt-5.4-reasoning-none,9,240,240,134.601,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-low_vs_gpt-5.4-reasoning-none_r009.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-low,4,240,240,135.49,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-low_r004.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-medium,4,312,344.0,136.67,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-medium_r004.log
gpt-5.4-reasoning-medium,gpt-5.4-reasoning-none,6,238,244.0,136.687,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-medium_vs_gpt-5.4-reasoning-none_r006.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-high,8,240,240,136.696,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-high_r008.log
gpt-5.4-reasoning-medium,gpt-5.4-reasoning-none,3,238,244.0,138.087,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-medium_vs_gpt-5.4-reasoning-none_r003.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-none,6,244,272.0,138.49,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-none_r006.log
gpt-5.4-reasoning-low,gpt-5.4-reasoning-none,4,240,240,140.429,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-low_vs_gpt-5.4-reasoning-none_r004.log
gpt-5.4-reasoning-medium,gpt-5.4-reasoning-none,8,238,244.0,140.623,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-medium_vs_gpt-5.4-reasoning-none_r008.log
gpt-5.4-reasoning-high,gpt-5.4-reasoning-none,8,248,248.0,141.043,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-high_vs_gpt-5.4-reasoning-none_r008.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-medium,3,228,264.0,141.18,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-medium_r003.log
gpt-5.4-reasoning-low,gpt-5.4-reasoning-none,5,240,240,142.454,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-low_vs_gpt-5.4-reasoning-none_r005.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-high,1,234,276.0,142.531,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-high_r001.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-none,3,342,420.0,143.185,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-none_r003.log
gpt-5.4-reasoning-low,gpt-5.4-reasoning-none,8,240,240,143.388,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-low_vs_gpt-5.4-reasoning-none_r008.log
gpt-5.4-reasoning-high,gpt-5.4-reasoning-none,2,240,240,144.245,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-high_vs_gpt-5.4-reasoning-none_r002.log
gpt-5.4-reasoning-high,gpt-5.4-reasoning-none,9,238,244.0,144.356,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-high_vs_gpt-5.4-reasoning-none_r009.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-low,8,446,396.0,144.578,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-low_r008.log
gpt-5.4-reasoning-low,gpt-5.4-reasoning-none,2,600,576.0,144.945,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-low_vs_gpt-5.4-reasoning-none_r002.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-none,10,280,304.0,145.057,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-none_r010.log
gpt-5.4-reasoning-low,gpt-5.4-reasoning-none,6,238,244.0,145.096,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-low_vs_gpt-5.4-reasoning-none_r006.log
gpt-5.4-reasoning-low,gpt-5.4-reasoning-none,1,484,496.0,147.377,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-low_vs_gpt-5.4-reasoning-none_r001.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-low,9,344,360.0,147.862,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-low_r009.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-medium,9,624,576.0,147.914,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-medium_r009.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-none,5,240,288.0,150.658,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-none_r005.log
gpt-5.4-reasoning-low,gpt-5.4-reasoning-none,3,240,240,151.811,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-low_vs_gpt-5.4-reasoning-none_r003.log
gpt-5.4-reasoning-high,gpt-5.4-reasoning-none,5,228,264.0,152.021,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-high_vs_gpt-5.4-reasoning-none_r005.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-low,5,390,380.0,152.262,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-low_r005.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-none,2,462,452.0,152.591,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-none_r002.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-low,7,382,412.0,153.952,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-low_r007.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-none,8,600,576.0,155.845,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-none_r008.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-low,1,416,408.0,156.028,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-low_r001.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-high,3,452,440.0,157.72,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-high_r003.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-low,3,412,456.0,159.45,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-low_r003.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-medium,1,598,508.0,160.812,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-medium_r001.log
gpt-5.4-reasoning-medium,gpt-5.4-reasoning-none,5,268,328.0,162.459,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-medium_vs_gpt-5.4-reasoning-none_r005.log
gpt-5.4-reasoning-medium,gpt-5.4-reasoning-none,4,648,576.0,162.525,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-medium_vs_gpt-5.4-reasoning-none_r004.log
gpt-5.4-reasoning-medium,gpt-5.4-reasoning-none,9,388,368.0,163.358,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-medium_vs_gpt-5.4-reasoning-none_r009.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-none,4,330,348.0,165.131,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-none_r004.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-low,2,364,384.0,165.561,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-low_r002.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-high,5,574,572.0,166.461,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-high_r005.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-high,6,576,576.0,167.558,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-high_r006.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-medium,6,596,536.0,167.789,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-medium_r006.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-medium,7,666,564.0,167.852,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-medium_r007.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-medium,5,578,540.0,171.732,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-medium_r005.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-high,9,538,444.0,172.637,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-high_r009.log
gpt-5.4-reasoning-medium,gpt-5.4-reasoning-none,7,522,540.0,183.079,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-medium_vs_gpt-5.4-reasoning-none_r007.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-high,2,526,556.0,184.98,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-high_r002.log
gpt-5.4-reasoning-high,gpt-5.4-reasoning-none,7,570,516.0,185.417,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-high_vs_gpt-5.4-reasoning-none_r007.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-none,7,448,400.0,186.647,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-none_r007.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-high,10,238,244.0,123.549,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-high_r010.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-low,11,240,240,121.862,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-low_r011.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-none,12,238,244.0,119.03,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-none_r012.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-medium,11,238,244.0,124.404,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-medium_r011.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-low,12,240,240,120.785,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-low_r012.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-low,10,228,264.0,131.504,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-low_r010.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-medium,13,240,240,119.099,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-medium_r013.log
gpt-5.4-reasoning-low,gpt-5.4-reasoning-none,11,240,240,135.228,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-low_vs_gpt-5.4-reasoning-none_r011.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-none,11,238,244.0,136.999,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-none_r011.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-medium,10,240,240,137.957,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-medium_r010.log
gpt-5.4-reasoning-medium,gpt-5.4-reasoning-none,10,240,240,139.986,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-medium_vs_gpt-5.4-reasoning-none_r010.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-low,13,322,364.0,127.891,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-low_r013.log
gpt-5.4-reasoning-high,gpt-5.4-reasoning-none,13,240,240,128.582,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-high_vs_gpt-5.4-reasoning-none_r013.log
gpt-5.4-reasoning-high,gpt-5.4-reasoning-none,14,240,240,129.263,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-high_vs_gpt-5.4-reasoning-none_r014.log
gpt-5.4-reasoning-high,gpt-5.4-reasoning-none,10,576,576.0,146.783,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-high_vs_gpt-5.4-reasoning-none_r010.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-low,16,240,240,119.386,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-low_r016.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-high,11,602,508.0,144.511,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-high_r011.log
gpt-5.4-reasoning-low,gpt-5.4-reasoning-none,14,240,240,133.776,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-low_vs_gpt-5.4-reasoning-none_r014.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-low,14,330,324.0,132.601,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-low_r014.log
gpt-5.4-reasoning-medium,gpt-5.4-reasoning-none,11,310,340.0,147.974,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-medium_vs_gpt-5.4-reasoning-none_r011.log
gpt-5.4-reasoning-medium,gpt-5.4-reasoning-none,13,236,272.0,137.364,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-medium_vs_gpt-5.4-reasoning-none_r013.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-high,14,250,260.0,134.148,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-high_r014.log
gpt-5.4-reasoning-medium,gpt-5.4-reasoning-none,16,316,328.0,128.933,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-medium_vs_gpt-5.4-reasoning-none_r016.log
gpt-5.4-reasoning-high,gpt-5.4-reasoning-none,12,458,412.0,148.362,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-high_vs_gpt-5.4-reasoning-none_r012.log
gpt-5.4-reasoning-medium,gpt-5.4-reasoning-none,15,382,396.0,137.371,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-medium_vs_gpt-5.4-reasoning-none_r015.log
gpt-5.4-reasoning-none,gpt-5.4-reasoning-low,17,240,240,121.256,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/reasoning-scaling/gpt-5.4-reasoning-cross/match_logs/gpt-5.4-reasoning-none_vs_gpt-5.4-reasoning-low_r017.log
